Name of Student,No. of DSA questions,CGPA,Knows ML,Knows DSA,Knows Python,Knows JavaScript,Knows CSS,Was in Coding Club,Age of Candidate,Branch of Engineering,Placement Package
David Davis,103,2.86,No,Yes,No,No,Yes,No,24,Civil Engineering,6.74
Kelly Roberts,144,1.2,No,Yes,No,Yes,No,No,18,Electrical Engineering,5.05
Caroline Williams,265,5.67,Yes,No,No,No,Yes,Yes,20,Mechanical Engineering,40.9
Amy Griffin,485,9.47,No,Yes,Yes,No,Yes,Yes,23,Electrical Engineering,16.02
Mrs. Karina Tyler MD,202,2.38,Yes,No,Yes,No,Yes,Yes,22,Civil Engineering,10.51
Michael Roach,358,8.99,Yes,Yes,No,Yes,Yes,Yes,20,Civil Engineering,48.81
Natalie Harrell,403,9.83,No,Yes,No,No,Yes,No,25,Mechanical Engineering,39.42
John Spencer,181,6.08,Yes,No,No,Yes,Yes,Yes,24,Computer Science,46.94
Mitchell Hudson,423,0.97,No,Yes,No,No,Yes,Yes,22,Civil Engineering,6.45
Jamie Hamilton,496,8.41,No,No,Yes,Yes,No,No,22,Computer Science,44.21
Aaron Evans,418,4.6,No,Yes,No,Yes,Yes,No,21,Civil Engineering,4.83
Emily Collins,282,7.94,No,Yes,No,No,Yes,No,25,Computer Science,28.13
Carlos Patel,353,3.59,No,Yes,No,Yes,No,Yes,21,Civil Engineering,6.04
Hector Lawrence,36,7.73,No,Yes,No,No,Yes,Yes,25,Computer Science,18.84
Nathan Moss,310,2.4,No,No,Yes,,Yes,No,21,Civil Engineering,4.67
Stephanie Acevedo,382,9.63,Yes,Yes,No,Yes,No,Yes,23,Mechanical Engineering,19.98
Latasha Williams,284,2,Yes,No,Yes,Yes,Yes,Yes,18,Computer Science,8.93
Christopher Hernandez,290,5.8,No,No,No,Yes,No,No,23,Computer Science,35.84
William Johnson,128,1.42,,No,Yes,No,Yes,No,21,Computer Science,10.45
Jesse Taylor,116,1.21,No,No,No,Yes,No,No,18,Mechanical Engineering,4.61
Erik Sanchez,53,3.92,Yes,No,No,No,Yes,Yes,24,Civil Engineering,9.56
Shelley Perez,61,5.76,Yes,Yes,Yes,No,No,Yes,20,Computer Science,14.6
Stacey Craig,384,0.96,No,Yes,Yes,Yes,No,No,20,Civil Engineering,6.09
Jennifer Reynolds,204,6.57,Yes,Yes,No,No,Yes,Yes,19,Mechanical Engineering,24.98
Mason Obrien,95,5.68,Yes,Yes,No,No,Yes,Yes,24,Mechanical Engineering,20.66
Shirley Russell,45,0.53,Yes,Yes,Yes,Yes,Yes,Yes,20,Electrical Engineering,11.66
Stephen Scott MD,301,8.2,Yes,Yes,,No,Yes,Yes,21,Electrical Engineering,49.79
Sierra Bradley,112,3.4,Yes,Yes,No,Yes,Yes,Yes,25,Electrical Engineering,12.74
James Casey,66,2.54,Yes,Yes,Yes,No,Yes,Yes,21,Computer Science,11.61
Dana Thomas,346,8.73,Yes,Yes,No,No,No,No,20,Civil Engineering,43.51
Cynthia Armstrong,223,2.72,No,No,No,No,Yes,No,22,Civil Engineering,4.51
Vincent Rodriguez,212,4.09,No,No,No,Yes,Yes,No,19,Mechanical Engineering,4.6
Kathy Stein,204,3.49,Yes,Yes,Yes,Yes,No,No,25,Computer Science,12.85
Linda Vincent,213,2.6,Yes,Yes,No,Yes,Yes,Yes,21,Electrical Engineering,10.8
Tony Escobar,278,6.26,Yes,No,No,No,Yes,Yes,25,Mechanical Engineering,23.07
Sarah Murray,439,5.52,No,No,No,Yes,Yes,Yes,21,Civil Engineering,10.04
Donna Payne,271,2.92,No,No,No,No,Yes,Yes,25,Computer Science,2.69
Rebecca Patel,35,5.43,Yes,No,Yes,,Yes,Yes,23,Civil Engineering,20.97
Robert Powell,355,7.48,No,Yes,No,Yes,No,No,18,Mechanical Engineering,27.05
Keith Paul,365,6.03,Yes,Yes,No,Yes,No,No,18,Computer Science,36.01
Jennifer Cherry,139,4.35,No,No,No,Yes,Yes,Yes,21,Mechanical Engineering,2.62
James Kemp,36,8.23,Yes,No,No,No,Yes,No,20,Civil Engineering,17.74
Nicholas Turner,331,7.31,Yes,No,No,Yes,Yes,No,19,Mechanical Engineering,50.32
Chloe Thomas,107,1.03,No,Yes,No,No,No,Yes,18,Mechanical Engineering,6.02
Debra Wright,487,9.31,No,No,No,No,No,No,19,Electrical Engineering,23.57
Robert Davis,437,5.41,No,Yes,No,No,No,No,22,Civil Engineering,37.53
Heather Anderson,212,9.5,,Yes,No,No,Yes,No,22,Civil Engineering,38.13
Sean Jones,180,2.92,Yes,No,Yes,No,No,Yes,24,Mechanical Engineering,8.9
Isaiah Lloyd,52,5.78,Yes,No,No,No,No,No,19,Civil Engineering,44.53
David Guerrero,253,7.5,Yes,Yes,Yes,No,No,Yes,19,Civil Engineering,21.3
Sergio Martinez,301,5.39,Yes,No,Yes,Yes,Yes,No,22,Electrical Engineering,50.54
Melissa Page,427,6.38,No,No,No,No,Yes,No,21,Civil Engineering,19.03
Lori King,246,3.8,,No,No,Yes,No,Yes,21,Electrical Engineering,10.93
James Perez,367,5.71,No,No,No,No,Yes,Yes,19,Mechanical Engineering,14.45
William Eaton,324,9.05,Yes,No,No,Yes,No,No,22,Mechanical Engineering,40.94
Toni Hernandez,66,8.02,No,No,No,No,Yes,No,20,Computer Science,23.39
Guy Marshall,28,7.08,No,No,Yes,Yes,No,Yes,25,Mechanical Engineering,38.5
Jennifer Hendricks,129,5.43,No,Yes,No,No,No,No,18,Electrical Engineering,11.09
Kevin Wright,244,9.24,No,Yes,No,No,Yes,Yes,25,Mechanical Engineering,21.07
Amanda Rodriguez,134,0,Yes,Yes,Yes,Yes,Yes,Yes,25,Mechanical Engineering,11.72
Frederick Davis,352,6.52,Yes,No,No,No,Yes,Yes,18,Computer Science,53.68
John Graves,347,0.03,No,Yes,No,No,Yes,Yes,23,Civil Engineering,6.31
Darlene Harris,299,8.41,Yes,No,Yes,Yes,Yes,Yes,18,Electrical Engineering,52.35
Robert Beltran,352,8.51,No,Yes,No,Yes,Yes,Yes,18,Civil Engineering,45.92
Travis Ruiz,153,1.58,No,No,Yes,No,Yes,Yes,23,Computer Science,3.73
Alexander Nichols,135,7.04,No,No,,Yes,Yes,Yes,20,Electrical Engineering,14.12
William Velasquez,315,9.99,Yes,No,No,No,Yes,Yes,20,Civil Engineering,46.15
Elizabeth Ayala,422,5.43,Yes,Yes,No,No,No,No,25,Mechanical Engineering,31.95
Caitlin Morrow,419,0.96,No,No,Yes,Yes,No,Yes,24,Computer Science,4.01
Leslie Vaughan,461,3.82,Yes,No,Yes,Yes,Yes,No,18,Mechanical Engineering,10.23
Glenn Navarro,78,8.77,Yes,No,No,No,No,No,22,Electrical Engineering,14.24
Jessica Robinson,26,0.69,No,Yes,No,Yes,Yes,Yes,24,Civil Engineering,5.34
Cindy Moon,223,6.89,No,No,No,Yes,Yes,No,21,Mechanical Engineering,36.62
Philip Nelson,291,0.18,Yes,No,No,No,Yes,No,18,Civil Engineering,9.03
Robert Pennington,172,2.63,Yes,Yes,Yes,No,No,Yes,22,Electrical Engineering,12.08
Collin Brown,141,6.69,No,Yes,Yes,No,Yes,Yes,23,Civil Engineering,8.8
Angela Vaughn,94,2.2,Yes,No,Yes,No,Yes,No,25,Computer Science,10.12
Jessica Rice,263,1.48,No,No,Yes,Yes,Yes,No,22,Computer Science,3.94
Tammy Wiggins,313,4.89,No,No,No,Yes,Yes,No,23,Electrical Engineering,4.7
Allen Esparza,118,4.06,Yes,Yes,Yes,Yes,No,No,23,Electrical Engineering,10.96
Eric Greene,139,7.99,No,No,Yes,No,Yes,Yes,19,Mechanical Engineering,11.64
Anna Torres,76,4.94,Yes,Yes,No,Yes,Yes,No,21,Computer Science,12.39
Kristin Gomez,418,7.69,Yes,No,Yes,Yes,Yes,Yes,18,Civil Engineering,44.55
Michelle Myers,279,2.23,No,No,Yes,No,No,Yes,22,Electrical Engineering,4.66
Janet Caldwell,324,4.54,Yes,No,Yes,No,No,Yes,23,Civil Engineering,10.05
Patrick Bullock,322,0.24,Yes,Yes,Yes,Yes,Yes,Yes,21,Mechanical Engineering,12.66
Melissa Warren,289,3.7,No,No,No,No,Yes,Yes,19,Civil Engineering,3.11
William Campos,263,9.98,Yes,Yes,No,No,Yes,No,23,Mechanical Engineering,54.5
Katherine Spencer,6,8.81,No,Yes,No,Yes,,Yes,19,Computer Science,41.9
Richard Russell PhD,287,4.34,Yes,No,No,Yes,No,No,24,Electrical Engineering,9.24
Linda Greer,347,5.69,No,Yes,Yes,No,No,No,23,Civil Engineering,24.4
Rebecca Williams,254,2.48,No,Yes,No,No,Yes,No,24,Electrical Engineering,5.22
Mr. Jeremy Freeman,264,6.48,No,Yes,Yes,No,Yes,No,19,Mechanical Engineering,12.8
Philip Knox,261,1.07,Yes,No,Yes,Yes,No,Yes,21,Computer Science,8.74
Travis Curtis,43,6.44,No,Yes,Yes,No,Yes,No,23,Electrical Engineering,40.49
Jenna Dixon,5,3.62,No,Yes,No,No,No,No,25,Mechanical Engineering,5.6
Christine Pierce,56,9.81,Yes,No,No,No,No,No,18,Computer Science,44.41
Scott Marquez,338,4.68,Yes,No,No,No,No,No,24,Computer Science,8.57
Beth Simmons,218,7.54,No,No,Yes,Yes,No,No,19,Mechanical Engineering,24.66
Crystal Callahan,79,4.83,No,No,Yes,Yes,No,Yes,21,Civil Engineering,3.22
Elizabeth Garcia,164,3.2,Yes,No,Yes,Yes,Yes,Yes,19,Mechanical Engineering,8.67
Amber Butler,413,4.29,No,Yes,Yes,No,No,No,23,Electrical Engineering,4.7
Jennifer Moore,402,4.66,Yes,Yes,No,Yes,No,Yes,20,Computer Science,12.79
Stephanie Deleon,195,0.64,Yes,No,No,Yes,Yes,No,21,Electrical Engineering,9.77
Alicia Marquez,265,5.56,Yes,No,No,No,Yes,Yes,19,Computer Science,15.52
John Dudley,499,9.96,Yes,Yes,No,Yes,Yes,Yes,19,Computer Science,21.5
Joseph Murillo,364,1.36,Yes,No,No,No,No,Yes,19,Electrical Engineering,10.52
Heather Garcia,373,3.93,Yes,Yes,Yes,No,No,Yes,23,Civil Engineering,12.36
Angela Rich,143,8.69,Yes,No,Yes,No,,No,22,Electrical Engineering,30.04
Mrs. Jamie Palmer,410,1.28,No,No,Yes,Yes,No,Yes,24,Electrical Engineering,4.09
John Franklin,74,5.15,No,No,Yes,No,No,Yes,20,Computer Science,15.19
Scott Gamble,188,0.11,No,Yes,No,Yes,Yes,Yes,19,Mechanical Engineering,6.94
Jeffrey Williams,299,6.84,No,No,Yes,Yes,No,No,18,Civil Engineering,30.74
Stacey Blair,74,7.45,No,No,Yes,Yes,No,Yes,24,Civil Engineering,49.01
Frederick Flynn,228,9.19,No,No,No,No,No,Yes,18,Computer Science,24.42
Kara Anderson,397,1.19,Yes,No,Yes,Yes,Yes,No,25,Computer Science,8.91
Jon Moore,309,7.67,No,No,Yes,Yes,No,Yes,22,Electrical Engineering,26.11
John Thompson,339,7.71,Yes,Yes,Yes,Yes,No,Yes,23,Civil Engineering,35.2
Billy Brown,120,3.03,Yes,No,Yes,No,No,Yes,24,Mechanical Engineering,9.1
Jeffrey Lucas,97,7.92,Yes,Yes,No,Yes,Yes,No,23,Civil Engineering,39.15
Jacqueline Williams,181,9.16,No,Yes,Yes,Yes,Yes,Yes,25,Civil Engineering,36.87
Charles Baird DDS,481,5.63,No,No,Yes,No,No,Yes,21,Mechanical Engineering,23.21
Michael Bell,375,0.51,No,Yes,No,No,Yes,Yes,25,Computer Science,4.51
Kyle Jackson,187,7.1,No,Yes,No,No,No,No,19,Civil Engineering,49.13
Erika Hansen,7,2.68,No,No,,Yes,No,Yes,25,Electrical Engineering,3.25
Kristi Johnson,157,5.46,No,No,No,Yes,Yes,No,22,Mechanical Engineering,16.2
Sean Salinas,305,5.96,Yes,Yes,Yes,Yes,No,Yes,18,Electrical Engineering,33.82
Christian Matthews,166,3.35,Yes,Yes,No,No,No,Yes,23,Mechanical Engineering,11.19
Teresa Hardin,40,6.09,Yes,Yes,Yes,Yes,Yes,No,19,Electrical Engineering,46.31
David Jackson,237,0.89,No,Yes,No,Yes,Yes,No,20,Electrical Engineering,4.6
Sarah Keller,295,3.87,Yes,No,Yes,No,Yes,No,21,Mechanical Engineering,8.53
Kathy Davis,194,6.95,Yes,Yes,No,No,Yes,Yes,24,Electrical Engineering,41.63
Anne Mullins,332,4.43,No,Yes,No,No,No,Yes,18,Civil Engineering,5.4
Angel Davis,312,8.85,Yes,No,No,No,No,Yes,19,Electrical Engineering,50.6
Chad Montgomery,107,8.75,Yes,Yes,No,No,Yes,No,18,Civil Engineering,19.34
Mrs. Julia Stone,437,1.6,Yes,Yes,No,No,No,No,24,Mechanical Engineering,10.93
Deborah James,88,0.97,Yes,Yes,Yes,Yes,Yes,No,24,Civil Engineering,12.05
Johnathan Gregory,146,8.41,Yes,Yes,No,No,Yes,No,18,Civil Engineering,23.73
Christian Wheeler,451,2.7,Yes,No,No,No,No,Yes,22,Mechanical Engineering,9.23
Angie Foley,214,2.59,Yes,Yes,Yes,No,Yes,No,20,Civil Engineering,11.24
Sandra Porter,403,6.38,No,Yes,Yes,No,Yes,Yes,23,Civil Engineering,21.17
Ann Tucker,376,9.39,No,Yes,No,Yes,No,No,22,Electrical Engineering,38.27
Sarah Fritz,394,0.93,Yes,Yes,No,No,No,No,21,Civil Engineering,11.23
Melanie Brown,193,7.81,Yes,No,Yes,Yes,Yes,Yes,22,Computer Science,20.19
Andrea Garcia,180,6.27,No,Yes,Yes,Yes,Yes,No,24,Civil Engineering,41.31
Daniel Olson,113,6.06,No,Yes,Yes,Yes,Yes,Yes,23,Electrical Engineering,35.86
James Martinez,478,4.98,Yes,No,No,Yes,No,Yes,18,Electrical Engineering,10.91
Kimberly Jones,260,0.76,Yes,Yes,No,No,Yes,No,25,Electrical Engineering,10.71
Michael Owens,25,4.82,No,Yes,Yes,,No,Yes,23,Mechanical Engineering,5.45
Daniel Evans,318,0.53,No,No,Yes,No,No,No,25,Computer Science,3.72
David Meyer,73,2.8,Yes,No,Yes,No,No,Yes,19,Mechanical Engineering,10.43
Mark Long,322,3.11,Yes,Yes,Yes,Yes,,Yes,23,Electrical Engineering,12.68
Mitchell Adams,57,8.52,No,Yes,No,No,Yes,Yes,21,Electrical Engineering,48.03
Sarah Howard,462,6.04,No,No,Yes,No,No,Yes,20,Electrical Engineering,43.79
Bradley Raymond,22,9.73,Yes,No,Yes,,Yes,Yes,18,Civil Engineering,38.52
Morgan Neal,286,8.46,No,Yes,Yes,Yes,Yes,No,20,Electrical Engineering,31.47
Todd Rivas,116,6.25,No,No,Yes,Yes,No,Yes,23,Electrical Engineering,21.67
Matthew Taylor,230,3.51,Yes,Yes,Yes,Yes,No,No,20,Computer Science,11.81
Erin Stewart,392,0.36,No,Yes,No,Yes,Yes,Yes,21,Computer Science,6.8
David Anderson,114,7.36,No,No,Yes,Yes,No,No,19,Electrical Engineering,29.9
Donna Woodward,383,3.58,No,No,Yes,Yes,Yes,Yes,22,Computer Science,2.87
Justin Berry Jr.,138,6.8,No,No,Yes,Yes,No,Yes,20,Electrical Engineering,26.07
Christine Keller,132,0.6,Yes,No,Yes,Yes,Yes,Yes,19,Computer Science,9.47
Susan Wilson,207,8.99,No,Yes,No,No,Yes,No,18,Mechanical Engineering,42.44
Jessica Jones,136,6.62,No,No,Yes,No,Yes,No,21,Electrical Engineering,40.71
Vanessa Bates,432,9.03,No,Yes,No,Yes,Yes,No,18,Electrical Engineering,21.43
Joe Sanchez,6,7.9,No,No,No,No,No,Yes,20,Electrical Engineering,40.34
Jeffrey Harrison,413,9,Yes,Yes,No,Yes,No,Yes,21,Mechanical Engineering,27.65
Ryan Nelson,80,1.61,No,No,No,Yes,No,Yes,21,Mechanical Engineering,3.88
Elizabeth Flynn,369,9.53,Yes,Yes,Yes,No,No,Yes,18,Electrical Engineering,43.35
James Bennett,166,8.88,No,No,,Yes,No,Yes,19,Mechanical Engineering,39
Ashley Reynolds,475,4.46,No,No,No,No,Yes,Yes,23,Civil Engineering,4.98
Harry Turner,333,6.61,Yes,No,Yes,Yes,No,No,24,Electrical Engineering,54.8
Sherry Odom,152,5.43,Yes,No,No,No,No,No,25,Computer Science,12.77
Stephanie Finley,355,3.82,Yes,Yes,No,No,Yes,No,21,Mechanical Engineering,11.8
Eric Holland,213,9.26,No,Yes,No,Yes,Yes,Yes,23,Civil Engineering,36.19
Wanda Webb,324,0.37,No,No,No,No,No,No,18,Computer Science,3.24
Suzanne Hayes,298,0.95,No,No,Yes,Yes,No,No,25,Civil Engineering,4.84
Jessica Pope,13,3.22,Yes,No,Yes,No,No,Yes,25,Computer Science,10.56
Sarah Stone,454,7.61,Yes,Yes,Yes,No,Yes,No,23,Mechanical Engineering,32.15
Jennifer Gibson,232,4.59,Yes,Yes,Yes,Yes,Yes,No,21,Computer Science,11
Linda Perez,342,8.78,No,Yes,Yes,Yes,No,No,20,Computer Science,35.92
Andrew Smith,93,4.87,No,Yes,,No,No,No,21,Mechanical Engineering,5.54
Daniel Wells,275,0.74,No,Yes,Yes,Yes,Yes,Yes,24,Civil Engineering,5.52
Kimberly Rose,316,0.26,Yes,No,No,Yes,No,Yes,22,Electrical Engineering,9.36
Seth Zuniga,291,7.88,Yes,Yes,No,No,Yes,Yes,21,Electrical Engineering,57.47
Christopher Davis,167,1.8,Yes,Yes,Yes,No,No,No,24,Computer Science,11.73
Scott Mendez,261,4.24,Yes,No,No,Yes,,Yes,23,Civil Engineering,9.1
Richard Peterson,464,1.08,Yes,Yes,No,Yes,No,Yes,25,Electrical Engineering,12.89
Miranda Conner,23,0.51,No,Yes,Yes,No,Yes,No,20,Civil Engineering,4.96
Lindsey Ramirez,473,0.42,No,Yes,Yes,Yes,Yes,Yes,19,Computer Science,6.11
Jennifer Smith,497,1.01,Yes,No,Yes,No,Yes,No,19,Mechanical Engineering,10.63
Justin Mccoy,428,1.75,Yes,Yes,Yes,No,No,No,18,Civil Engineering,11.38
Amanda Weiss,446,9.89,No,No,No,Yes,No,Yes,24,Electrical Engineering,46.21
Cynthia Harris,30,9.6,Yes,Yes,Yes,No,Yes,No,23,Computer Science,37.15
Tristan Odom,394,7.08,Yes,Yes,Yes,Yes,No,No,21,Civil Engineering,53.13
Glenn Joyce,389,3.95,Yes,Yes,No,Yes,No,No,19,Electrical Engineering,11.85
Andrew Johnson,279,4.3,Yes,Yes,Yes,No,No,No,21,Mechanical Engineering,12.74
John Johnston,191,5.91,Yes,No,Yes,No,No,No,18,Computer Science,55.43
Katherine Lewis,441,6.34,Yes,Yes,Yes,No,Yes,No,20,Computer Science,35.33
Mrs. Anna Jacobs PhD,430,2.5,Yes,Yes,No,No,Yes,No,19,Computer Science,11.63
Angela Rojas,493,5.75,No,Yes,Yes,Yes,No,Yes,25,Civil Engineering,19.84
Jose Palmer,185,5.6,No,No,No,No,Yes,No,18,Mechanical Engineering,5.63
Scott Stevens,223,6.24,Yes,No,Yes,Yes,Yes,Yes,24,Mechanical Engineering,42.62
Connor Stevenson,58,7.74,Yes,Yes,Yes,No,Yes,No,21,Mechanical Engineering,48.08
Joseph Foster,234,3.48,No,Yes,Yes,Yes,Yes,No,20,Electrical Engineering,5.82
Elizabeth Ramirez,9,3.96,No,No,Yes,No,Yes,Yes,19,Electrical Engineering,2.78
Erica Whitaker,285,0.3,No,No,Yes,No,Yes,No,22,Mechanical Engineering,4.64
Benjamin Nielsen,126,3.1,No,No,No,No,Yes,Yes,23,Mechanical Engineering,5
James Lamb,198,6.73,No,No,No,Yes,No,No,23,Electrical Engineering,15.43
Jaime Hall,34,5.06,No,Yes,No,No,Yes,No,18,Electrical Engineering,30.09
Ashley Williams,166,8.23,Yes,No,No,No,No,Yes,18,Electrical Engineering,42.95
Charlotte Rodriguez,25,6.57,Yes,Yes,No,Yes,Yes,No,25,Electrical Engineering,49.95
Jessica Perez,35,3.84,Yes,Yes,Yes,Yes,Yes,Yes,23,Civil Engineering,10.75
William Garcia,112,3.36,Yes,No,No,Yes,Yes,Yes,22,Computer Science,9.09
Michael Tate,307,8.79,No,No,Yes,No,No,Yes,21,Mechanical Engineering,29.81
Nathaniel Dalton,186,9.94,No,No,No,Yes,No,Yes,21,Electrical Engineering,32.88
Michael Marquez,470,3.28,No,Yes,Yes,Yes,No,Yes,20,Electrical Engineering,5.02
Tonya Turner,274,0.9,Yes,No,Yes,Yes,No,No,20,Civil Engineering,10.2
Kristen Pierce,143,7.47,,Yes,No,No,Yes,Yes,19,Computer Science,22.19
Edwin Solomon,446,7.88,Yes,Yes,Yes,No,No,No,23,Mechanical Engineering,38.44
Benjamin Thornton,61,2.8,Yes,Yes,No,Yes,No,No,20,Civil Engineering,11.23
Laurie Mitchell,373,7.78,No,No,Yes,No,No,Yes,20,Computer Science,8.11
Tina Lee,300,7.79,Yes,No,Yes,No,No,No,19,Computer Science,35.68
Vanessa Petty,273,9.57,Yes,Yes,Yes,No,Yes,Yes,19,Civil Engineering,27.22
Colleen Small,349,2.8,No,Yes,No,Yes,No,Yes,24,Mechanical Engineering,5.66
Christopher Walls,61,0.53,No,No,No,Yes,No,No,18,Mechanical Engineering,3.11
Tracy Gregory,313,1.73,Yes,No,No,,Yes,No,25,Civil Engineering,10.51
Kathryn Reyes,65,5.35,No,Yes,Yes,Yes,Yes,No,21,Computer Science,17.46
Melinda Friedman,258,7.17,Yes,No,Yes,Yes,No,No,18,Computer Science,50.05
Jeffrey Sanchez,241,0.77,No,Yes,Yes,No,No,Yes,25,Civil Engineering,6.86
Kara Kelly,426,9.08,No,No,No,No,No,No,22,Electrical Engineering,28.21
Jamie Fisher,214,4.05,No,Yes,No,Yes,Yes,Yes,19,Computer Science,5.51
Erin Horn,65,9.73,Yes,Yes,Yes,Yes,No,No,22,Computer Science,48.96
Michael Moore,367,9.29,No,No,Yes,Yes,No,No,21,Electrical Engineering,14.54
Dominic Griffin,308,7.23,No,No,No,Yes,Yes,Yes,25,Electrical Engineering,50
Nancy Garcia,320,7.21,No,Yes,Yes,Yes,Yes,Yes,20,Civil Engineering,19.92
Gabriel Williams,405,4.82,Yes,Yes,No,No,No,Yes,25,Computer Science,12.53
Nathaniel Shields,143,8.92,No,Yes,Yes,No,No,Yes,21,Electrical Engineering,16.36
Derrick Munoz MD,174,9.98,No,Yes,Yes,No,No,No,21,Electrical Engineering,10.46
Julie King,339,4.64,No,No,No,Yes,Yes,No,20,Computer Science,4.92
Patricia Williams,277,9.86,Yes,Yes,No,Yes,Yes,Yes,20,Civil Engineering,29.05
Amanda Harmon,219,5.9,No,No,No,Yes,Yes,Yes,18,Computer Science,17.64
Patrick Boyer,113,6.28,No,No,Yes,No,No,No,24,Electrical Engineering,27.59
Alicia Mills,183,6.06,Yes,Yes,No,Yes,No,No,25,Computer Science,49.42
Timothy Wilkerson,277,5.2,No,No,No,Yes,Yes,No,24,Civil Engineering,47.64
Steven Peterson,31,6.02,Yes,No,No,Yes,No,Yes,25,Civil Engineering,34.41
John Snyder,312,1.87,Yes,No,No,No,No,Yes,23,Computer Science,10.89
Sean Donaldson,200,1.51,Yes,No,,No,Yes,No,19,Electrical Engineering,10.74
Michael Weber,357,8.86,Yes,Yes,No,No,Yes,No,23,Electrical Engineering,26.21
Matthew Dillon,30,9.55,No,No,Yes,No,Yes,Yes,20,Computer Science,37.7
Heidi Shepherd,241,9.47,No,Yes,No,No,No,No,18,Civil Engineering,46.97
Angela Ferguson,481,7.48,No,No,Yes,No,Yes,No,19,Computer Science,45.33
Xavier Roach,436,3.4,No,No,Yes,Yes,Yes,No,24,Computer Science,4.25
Jasmine Gonzalez,225,9.68,Yes,Yes,Yes,Yes,No,Yes,23,Civil Engineering,22.91
Paul Rivers,105,5.84,No,No,No,Yes,Yes,Yes,24,Mechanical Engineering,18.48
Susan Collins,429,7.01,Yes,No,Yes,Yes,Yes,No,24,Electrical Engineering,43.6
Pamela Dodson,423,2.96,Yes,Yes,No,Yes,No,Yes,24,Computer Science,12.18
David English,330,8.73,Yes,Yes,No,Yes,Yes,Yes,22,Electrical Engineering,49.82
Carol Schwartz,162,1.21,No,Yes,No,,No,Yes,24,Computer Science,5.76
Cristina Weber,424,8.33,Yes,Yes,Yes,Yes,Yes,No,25,Electrical Engineering,35.97
Andres Rodriguez,292,2.57,Yes,Yes,Yes,No,No,Yes,21,Electrical Engineering,10.93
Brian Colon,453,2.91,No,Yes,Yes,No,No,No,21,Computer Science,5.27
Meagan Barrett,359,1.44,No,No,No,Yes,No,Yes,25,Electrical Engineering,4.98
Keith Gross,206,1.54,Yes,Yes,Yes,No,No,Yes,21,Electrical Engineering,12.52
Shannon Shaw,45,1.12,No,Yes,No,No,No,No,21,Civil Engineering,5.08
Julie Lucero,112,8.73,No,No,Yes,No,No,Yes,21,Computer Science,15.59
Emily Mitchell,43,3.66,Yes,No,No,No,Yes,No,19,Civil Engineering,8.79
Corey Roberts,106,4.01,Yes,Yes,No,No,Yes,Yes,20,Mechanical Engineering,12
James Stewart,156,8.34,Yes,Yes,No,Yes,No,No,25,Electrical Engineering,31.62
Rachel Young,245,3.1,No,Yes,Yes,Yes,Yes,No,25,Mechanical Engineering,6.76
Carla Acosta,303,5.73,No,No,No,Yes,No,Yes,18,Mechanical Engineering,45.33
Jane Taylor,262,1.86,Yes,Yes,,No,No,No,22,Mechanical Engineering,12.71
Dana Brooks,70,9.78,No,No,Yes,Yes,Yes,Yes,18,Electrical Engineering,42.71
Allison Escobar,436,1.91,Yes,No,Yes,No,No,No,23,Computer Science,8.71
Shaun White,383,3.04,No,No,Yes,No,No,Yes,19,Electrical Engineering,4.75
Michelle Keller,234,3.55,Yes,No,,Yes,No,No,25,Electrical Engineering,9.78
Amanda Johnson,362,5.65,Yes,Yes,Yes,No,Yes,Yes,18,Civil Engineering,30.62
Bianca Kelley,416,5.13,No,Yes,,Yes,Yes,No,25,Electrical Engineering,46.43
Philip Watson,342,6.58,Yes,Yes,No,Yes,Yes,No,21,Electrical Engineering,37.9
Valerie Fuller,223,6.45,Yes,No,No,No,No,Yes,21,Mechanical Engineering,27.92
Steven Ford,171,7.03,Yes,No,Yes,No,Yes,No,20,Computer Science,22.56
Frederick Mullins,154,4.12,No,Yes,Yes,Yes,Yes,No,20,Civil Engineering,4.85
Sara Adams,42,2.32,No,Yes,No,No,Yes,No,23,Civil Engineering,5.46
Wendy Estrada,466,1,No,No,No,Yes,No,No,18,Computer Science,2.57
Paula Spencer,423,9.15,Yes,No,No,Yes,Yes,Yes,24,Computer Science,52.26
Karen Wells,342,1.69,No,Yes,No,Yes,Yes,No,20,Mechanical Engineering,4.81
Paul Weeks,318,8.48,No,Yes,No,Yes,No,No,19,Electrical Engineering,23.52
Joseph Thomas,401,9.87,Yes,Yes,Yes,No,Yes,Yes,24,Civil Engineering,26.4
Mary Hernandez,9,4.72,No,No,No,Yes,No,Yes,24,Electrical Engineering,3.78
Cameron Joseph,106,8.99,No,Yes,No,No,Yes,No,18,Mechanical Engineering,11.01
Paige Gonzalez,52,7.82,No,Yes,No,Yes,Yes,Yes,19,Mechanical Engineering,35.81
Michael Bailey,275,6.89,No,Yes,Yes,Yes,Yes,Yes,20,Civil Engineering,40.01
April Morris,136,8.66,Yes,Yes,No,,No,Yes,21,Computer Science,35.15
Jonathan Miller,22,2.96,Yes,Yes,No,Yes,No,Yes,21,Civil Engineering,12.63
Ariel Sparks,457,1.18,No,No,No,No,Yes,No,23,Civil Engineering,4.9
Nicole Mcdowell,308,0.07,No,Yes,Yes,Yes,No,Yes,18,Computer Science,5.88
Walter Dominguez,439,0.98,No,Yes,Yes,No,No,Yes,19,Mechanical Engineering,4.95
Timothy Gonzalez,188,4.67,Yes,Yes,Yes,Yes,No,Yes,18,Civil Engineering,11.18
